Id,recommendations
461130,"[535292, 553604, 750377, 11220, 74523, 703134, 346709, 589157, 611914, 607822, 10771, 168530, 730428, 500664, 195590, 291276, 505746, 477657, 529983, 535845]"
522627,"[605116, 976094, 499573, 22538, 9584, 572197, 609242, 668156, 623856, 772879, 658760, 599960, 603206, 379149, 82682, 340022, 498208, 661007, 645489, 662546]"
