id,vote_average,release_date,10752,10402,35,36,37,12,14,878,16,80,18,9648,53,27,28,10749,10751
116776,0.6769000000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
278,0.8712,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
597,0.7904,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
862,0.7972,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
13313,0.6195999999999999,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
106,0.7517,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
863,0.7592,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
238,0.8707,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
10020,0.7736,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
10674,0.7915,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
772,0.673,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8587,0.8257,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
348,0.8149,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
11,0.8204,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
11224,0.7041999999999999,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
841,0.6201,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
680,0.849,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
10144,0.7354,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
429,0.8467,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9487,0.6969000000000001,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
497,0.8511,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
297,0.7321,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
603,0.8211999999999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
807,0.8400000000000001,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
37135,0.7404,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
240,0.859,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
13,0.8477,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9732,0.6942,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
2322,0.6908000000000001,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
550,0.844,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
114,0.7463,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
280,0.8109999999999999,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
39323,0.7532,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0
769,0.8467,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
10607,0.6989,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,0.8167,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
39108,0.7222000000000001,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
11970,0.7502,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1
408,0.7121000000000001,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
95,0.6835,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
562,0.7784,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
564,0.6918,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
105,0.8316000000000001,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
744,0.705,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
679,0.7935,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2105,0.6581,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
489,0.8151999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11969,0.7598,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
218,0.7653,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
101,0.8311999999999999,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
954,0.6973,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
18,0.754,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0
128,0.8336,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
857,0.8212999999999999,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
424,0.8571,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
275,0.7863,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
949,0.7910999999999999,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
9325,0.7281,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
28468,0.5949,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
89,0.7847999999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
812,0.765,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1
8392,0.8070999999999999,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
37165,0.8138,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1374,0.7079,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
78,0.7933,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
929,0.5609,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
948,0.7555,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
10693,0.722,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
694,0.8215999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
9820,0.718,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9479,0.7837,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
18095,0.6759999999999999,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
345,0.7484,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
11360,0.7001999999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9769,0.7142000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
242,0.7426999999999999,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
601,0.7514000000000001,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
34433,0.721,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
8367,0.6849999999999999,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
14,0.8019000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
539,0.8432999999999999,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
854,0.6946,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
10830,0.7148,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1621,0.721,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9552,0.7722,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
103,0.8153,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
628,0.738,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
4011,0.7382,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4232,0.7423,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
6844,0.775,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
24752,0.6934,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
27066,0.5378000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
12092,0.72,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
11216,0.8452,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1091,0.8057000000000001,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
657,0.7076,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2907,0.704,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
967,0.7546,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1368,0.749,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2109,0.7025,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12230,0.7178,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1572,0.726,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
387,0.8086,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4488,0.639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44251,0.6684,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
169,0.6273,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
28209,0.5647,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10895,0.7104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
